train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
110,LuLaRoe OS leggings nwt!,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Unknown,19,0,0,"i love these, but i got them as a mystery pair and they're not my size. :-( i am always happy to combine shipping and make a deal, so please feel free to check out my closet and let me know if there's anything else that you'd like! :-)",0
111,NWT Victoria secret bathingsuit bottoms,1,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Victoria's Secret,26,0,0,size small! nwt bathing suit bottoms,0
112,Huda Beauty Lashes,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Sephora,12,0,0,huda beauty lashes in samantha,0
113,Marc Jacobs Honey,2,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,MARC JACOBS,10,0,0,roller ball full size unused with no box fun size roller ball unused no box,0
114,HOLD Kesha - Sperry Shoes UA Pants,3,Women/Shoes/Loafers & Slip-Ons,Women,Shoes,Loafers & Slip-Ons,,,Unknown,31,0,0,"bundle for kesha: sperry top slider shoes women's 8, zebra sequin design. never worn, smoke free home. under armour storm pants women's size small. loose fit, 100% polyester. in excellent condition - no signs of wear, no stains, no tears. smoke free home.",0
115,Steve Madden wedges,2,Women/Shoes/Pumps,Women,Shoes,Pumps,,,Steve Madden,25,0,1,never worn!!! brown leather strap wedges!,0
116,Lebron soldier 9s size 7,2,Men/Shoes/Athletic,Men,Shoes,Athletic,,,Nike,51,0,0,boys lebron soldier 9s great condition,0
117,Eyeko liquid eyeliner,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,5,0,1,no description yet,0
118,Pink body mist,3,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Victoria's Secret,16,0,1,bombshell & eau so sexy bombshell was used a bit have lots product left,0
119,Victoria's Secret PINK Zip Up Hoodie,3,Women/Sweaters/Full Zip,Women,Sweaters,Full Zip,,,PINK,20,0,1,"victoria's secret pink black zip up hoodie gently used - the hoodie shows some wear since it is gently used. there is one minor stain on the wrist of the hoodie. no holes, rips, etc. size: large [rm] i have other pink items in my shop and do bundle :)",0
120,Halloween Sweater Shirt,2,Women/Sweaters/Crewneck,Women,Sweaters,Crewneck,,,No Boundaries,10,0,0,sweater like long sleeved shirt. glows in the dark. purchased from another seller but it didn't fit. says size m but would put it as a s.,0
121,Tens 3000 LOWERED PRICE,2,Other/Daily & Travel items/Medical Supplies & Equipment,Other,Daily & Travel items,Medical Supplies & Equipment,,,Unknown,16,0,0,tens 3000 have back pain?? then this would be great for you! it's new without a box. tens use tiny electrical impulses sent through the skin nerves to modify your pain perception. how it works/what it does it's used to relieve pain... the tens unit sends comfortable impulses through the skin that simulate the nerve(s). in many cases it will stimulation will greatly reduced or eliminate the pain sensation.,0
122,Bundle,3,,,,,,,Unknown,59,0,0,sizes and info of clothes can be found on their individual postings.,0
123,XL dress with built in bra.,2,Women/Dresses/Other,Women,Dresses,Other,,,Faded Glory,8,0,0,"white xl dress with built in bra. strapless, ties around. brown & pink flower pattern. had never been in the dryer. i love this dress, but i have become too busty for it. :( buy it seperately, or add others from my closet. i pay shipping on bundled item.",0
124,Miss me skinny jeans 26,4,"Women/Jeans/Slim, Skinny",Women,Jeans,"Slim, Skinny",,,Miss Me,17,0,0,miss me style name skinny size 26 inseam 32 the miss me tag is missing 3 of the buttons and it lifts up a lil bit but buckle can have that fixed & in pic 4 there's ripping by the pocket when you out them on its a lil noticeable but not all the way ripped but can be sewed. super cute and comfy,0
125,Ferragamo Belt,2,Men/Men's Accessories/Belts,Men,Men's Accessories,Belts,,,Salvatore Ferragamo,60,0,1,"black ferragamo belt **will fit sizes= 32-34 you have nothing to loose if you order it, if the item is not as described simply return the package as is and you will get your money back",0
126,Urban Outfitters black skort,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Urban Outfitters,14,0,0,"size 10, worn but good condition.",0
127,Spartina leather key FOBs,3,Women/Women's Accessories/Other,Women,Women's Accessories,Other,,,Unknown,11,0,0,"excellent condition! black leather and brown leather wristlet straps/ key chain straps. gold tone lobster claw clasps. the brown is around 7"" long and the black is around 6"" long. silver franco sarto key ring with lobster claw clasp. perfect for having a big item on your keys & making it easy to find them in your bag! about 2"" across",0
128,Zodiac tapestry,1,Home/Home DÃ©cor/Tapestries,Home,Home DÃ©cor,Tapestries,,,Unknown,15,0,1,"brand new tapestry! size 88"" by 55"" twin tapestry size :) beautiful high quality fabric 100% cotton can be used as beach towel , bed throw , wall hanging etc free shipping on everything! happy shopping :)",0
129,Primitive pillow,2,Home/Home DÃ©cor/Home DÃ©cor Accents,Home,Home DÃ©cor,Home DÃ©cor Accents,,,Unknown,9,0,0,no description yet,0
130,Double Layer Studio Microphone Mic,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Unknown,8,0,1,"use the microphone pop filter to immediately improve the sound of your vocal recordings! plosive sounds such as """"p"""" and """"b"""" create a sudden burst of air pressure that can create a bassy """"pop"""" in your vocal recordings, ruining what could have been the perfect take. double layer convenient and easy to use. clamping bolt with long arm clam to attach to your microphone stand. protects your microphone from saliva/spit 360 degree flexible gooseneck holder swivel mount for easy installation adjustable clamp fits securely to any microphone stand gooseneck for precise positioning specifications screen diameter: 15cm neck length: 35cm color: black weight: 297g package contents 1 x double layer studio microphone mic wind screen mask gooseneck shield pop filter",0
131,Lularoe Disney Os Leggings TIGGER,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,LuLaRoe,35,0,1,brand new. still in package. black background with orange tigger.,0
132,MOTU Skeletor Dorbz,1,Vintage & Collectibles/Collectibles/Figurine,Vintage & Collectibles,Collectibles,Figurine,,,Unknown,10,0,0,funko pop skeletor dorbz motu,0
133,. BBW Mentha Lip Balms,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Bath & Body Works,21,0,1,5 bbw lip balms and 1 victoria's secret sugar scrub.,0
134,New Brown leather Fossil purse.,2,Women/Women's Handbags/Messenger & Crossbody,Women,Women's Handbags,Messenger & Crossbody,,,Fossil,41,0,0,"beautiful brown leather new fossil purse. the outside has a snap/ zipper closure pocket, with gold hardware. top entry is snap closure with inner divider, one large middle zipper pocket, with a good size zipper pocket. has a fossil keychain. 11"" l x 9"" h x 5"" d, and strap is 15"".",0
135,Nars dual intensity cheek palette,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Nars,39,0,0,new 100% authentic with box,0
136,Brandy melville lavender skirt,1,Women/Skirts/Mini,Women,Skirts,Mini,,,Brandy Melville,26,0,0,brand new with tags. wraps around and ties at the waist. includes brandy stickers,0
137,Adidas Superstar Sneakers,1,Men/Shoes/Fashion Sneakers,Men,Shoes,Fashion Sneakers,,,Adidas,66,0,0,brand new with all packaging and never worn. guaranteed authentic bought from nordstrom. women's 9.5,0
138,2BReal Girl's Boutique Dress w AdjStraps,2,Kids/Girls (4+)/Dresses,Kids,Girls (4+),Dresses,,,Unknown,7,0,0,"designer~ 2breal details~ little girl's lightweight dress with floral pattern. elastic bodice, tiny polka dot trim at bottom. thin shoulder straps tie making it great, as you can adjust for height! size~ 6x condition~ new without tags, washed, never worn. (outgrew before getting a chance) **3 day promo, [rm] sellout: applies to select [rm] listings! easily find these listings by writing nikki3promo in your search bar** buy 1 for [rm]/[rm] s&h buy 2 for [rm]/[rm] s&h ([rm] savings) buy 3 for [rm]/[rm] s&h ([rm] savings) buy 4 for [rm]/[rm] s&h ([rm] savings) message me to create your own listing. maximum 4 listings per transaction. thanks** #dress #flowers #easter #anytimedress #nikki3promo",0
139,Head and shoulders 2 in 1,1,Beauty/Hair Care/Shampoo & Conditioner Sets,Beauty,Hair Care,Shampoo & Conditioner Sets,,,Unknown,21,0,0,lot of 7 never used some items are expired combine with other items to save on shipping,0
140,Zelda Link Amiibo.,1,Electronics/Video Games & Consoles/Video Gaming Merchandise,Electronics,Video Games & Consoles,Video Gaming Merchandise,,,Nintendo,40,0,1,new,0
141,Manolo blanik sz 35 1/2,4,Women/Shoes/Pumps,Women,Shoes,Pumps,,,Manolo Blahnik,9,0,0,around 3'or 4',0
142,Sweater,3,Kids/Boys (4+)/Top & T-shirts,Kids,Boys (4+),Top & T-shirts,,,Ralph Lauren,16,0,0,gray with american flag. no flaws or defects. thick and warm. size 7,0
143,LAUREN CONRAD PINK POLKA DOT BLOUSE,3,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,LC Lauren Conrad,7,0,1,super cute lauren conrad light pink chiffon polka dotted bouse with a cute bow tie detail in the back,0
144,"NWT Bumi, West Paw Design Dog Toy",1,Other/Pet Supplies/Dogs,Other,Pet Supplies,Dogs,,,Unknown,13,0,0,"great dog toy, we got it as a gift but our dog already has it. this toy is incredibly durable, bounces and floats and is dishwasher safe! it is nwt.",0
145,Air Jordan 1 Breds 2016,1,Men/Shoes/Athletic,Men,Shoes,Athletic,,,Air Jordan,250,1,1,"sz 10 never been worn, comes with receipt don't sleep! these fresh af",0
146,Teal Lululemon Sucba Zip up,3,Women/Sweaters/Full Zip,Women,Sweaters,Full Zip,,,Lululemon,38,0,0,teal and blue lululemon sucba jacket. this jacket is in good condition it does show a little wear around the stiching as pictured (#2) it has a hood and collar. it is missing the string from the hoodie. jacket also has thumb holes. size 8,0
147,Mk purse,1,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Michael Kors,79,0,0,authentic. price is negotiable,0
148,Pyrex Speckled Lines Chip & Dip,3,Vintage & Collectibles/Collectibles/Glass,Vintage & Collectibles,Collectibles,Glass,,,Unknown,34,0,0,"hold for katie schunk pyrex speckled lines chip and dip set; no bracket. no chips, cracks or dwd.",0
149,LIKE NEW IPHONE 5C,2,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Electronics,Cell Phones & Accessories,Cell Phones & Smartphones,,,Apple,104,1,0,just upgraded so now finally getting rid of my iphone 5c. phone is unlocked and can be with any carrier ! i have a perfect score with 100% positive feedback so buy with confidence comes with charger & outter box no cracks or scratches will ship usually the next business day !,0
150,Kate spade mylie black hobo crossbody,1,Women/Women's Handbags/Hobo,Women,Women's Handbags,Hobo,,,Kate Spade,145,1,0,"your ever-faithful companion, the kate spade new yorkâ® cobble hill mylie shoulder bag embodies form and function like no other. made of pebbled leather top zip closure flat shoulder/elbow strap removable and adjustable crossbody strap foil-stamped brand name and hardware spade logo rear exterior zip pocket flat base to provide upright structure custom woven bookstripe print on poly twill interior lining interior features one back-wall zip pocket imported bottom width: 11 1â�„2 ""*depth: 4 1â�„4 ""*height: 9 "" strap length: 41 1â�„2 "" strap drop: 21"" handle length: 21 "" handle drop: 9 """,0
151,Nike men's dri-fit sleeveless shirt tee,3,Men/Tops/T-shirts,Men,Tops,T-shirts,,,Nike,14,0,0,this is a men's nike dri-fit shirt which is blue. all items come from a clean smoke and pet free home.,0
152,NWT 32D Victoria Secret Bling Bra,1,Women/Underwear/Bras,Women,Underwear,Bras,,,Unknown,29,0,0,nwt 32d victoria secret bling lined demi bra,0
153,New Lularoe Tc purple black siamese cats,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Unknown,38,0,1,"new fall print. deep purple background with siamese cats, hints of mustard, aqua and white. tall and curvy. new in package.",0
154,Iredesent Fishbowl Slime ~ free ship [rm],1,Kids/Toys/Arts & Crafts,Kids,Toys,Arts & Crafts,,,Elmers,7,0,1,"iridescent fishbowl slime : beautiful !! ***all single slimes are 2 oz unless otherwise stated *** special ** buy 2 get one free** (2 oz slimes )(â—•â€¿â—•)â  just leave a message after our purchase. free slimes will be send randomly (2 oz size) ( slime, floam , fishbowl, random color)=^_^=â  (â•¹â—¡â•¹) activator ( tiny bottle enough for one slime) also will be provided for slime if it get too stickyâ  ** items will be send through usps with tracking , once i shipped item it's out of my hands , please don't rate me poor because of post office fault !!**â âš™ï¸¿âš™",0
155,3 Nora Roberts Books,3,,,,,,,Unknown,10,0,1,for aferg16.,0
156,Mk Bundle For Lolita,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Unknown,43,0,1,gold necklace and matching earring set gold mk locket bracelet gold mk round diamond accent bracelet,0
157,Opi polish Hold for Chi Thuy,1,Beauty/Makeup/Nails,Beauty,Makeup,Nails,,,Unknown,150,1,1,new in box,0
158,BATMAN: A DEATH IN THE FAMILY ONE VOLUME,2,Vintage & Collectibles/Book/Comics,Vintage & Collectibles,Book,Comics,,,Unknown,29,0,0,"batman: a death in the family all four item issues in one volume, 6th printing , 1999 excellent condition. never read. i am not a professional grader, so please look closely at the images and judge for yourself. safe and sound deliver. bagged and boarded",0
159,Angel Soft toilet paper bundle,1,Other/Daily & Travel items/Household Supplies,Other,Daily & Travel items,Household Supplies,,,Unknown,23,0,0,"four packs of angel soft bathroom tissue, 9 big rolls in each pack. feel free to bundle other items to save money on shipping. thanks!",0
160,New Xlg woman's sexy summer halter top,1,Women/Tops & Blouses/Halter,Women,Tops & Blouses,Halter,,,Unknown,12,0,0,"new with tags , by self esteem, super cute with jeans, capris or shorts whatever your attire asks for .",0
161,7 Leapster Games,3,Kids/Toys/Learning & Education,Kids,Toys,Learning & Education,,,Leap Frog,12,0,0,various leapster games; does not include the ratatouille & draw & write games!,0
162,Maternity Swim Top,3,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Motherhood Maternity,9,0,0,maternity swim top size l only used once and is in excellent condition,0
163,Fantastic Four Set,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,Beauty,Tools & Accessories,Makeup Brushes & Tools,,,beautyblenderÂ®,20,0,1,"brand new never used fantastic four set. includes a pro blender, original blender, and a mini blender. also includes a travel size blender cleanser. retails for [rm]. free shipping!",0
164,Gorgeous crystal drop earrings,1,Women/Jewelry/Earrings,Women,Jewelry,Earrings,,,Unknown,19,0,0,new never worn crystal statement earrings j crew baublebar anthropologie zara,0
165,Bare minerals Nude Matte liquid lipcolor,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,10,0,0,"bm gen nude matte liquid lip color in swag travel size , nib price is firm",0
166,Prada Candy Eau De Parfum,1,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Sephora,12,0,1,this is my price. no lower prices. lowballers will be ignored thanks. please view the pictures because what is in the picture is exactly what you will receive. thanks again.,0
